0.0778909,0
0.0861351,1
0.0922033,2
0.0971079,3
0.101482,4
0.10342,5
0.100945,6
0.0923725,7
0.0806235,8
0.0678496,9
0.0551545,10
0.042614,11
0.0322753,12
0.0245655,13
0.0178608,14
0.0121821,15
0.00608491,16
0.00234444,17
0,18
0.00191492,19
0.0103325,20
0.0261844,21
0.0459427,22
0.0661616,23
0.0857971,24
0.103031,25
0.119502,26
0.133967,27
0.147514,28
0.156733,29
0.157782,30
0.151806,31
0.142913,32
0.137798,33
0.137219,34
0.141249,35
0.14578,36
0.149681,37
0.153014,38
0.155765,39
0.160097,40
0.164402,41
0.166001,42
0.162752,43
0.15716,44
0.156573,45
0.164468,46
0.180659,47
0.198102,48
0.214636,49
0.229736,50
0.244085,51
0.259327,52
0.27437,53
0.284706,54
0.285293,55
0.275672,56
0.260052,57
0.24786,58
0.244564,59
0.247906,60
0.252553,61
0.257808,62
0.26366,63
0.272608,64
0.283883,65
0.295427,66
0.305114,67
0.308169,68
0.304362,69
0.299716,70
0.297696,71
0.297696,72
0.298369,73
0.297701,74
0.295724,75
0.293801,76
0.290661,77
0.289426,78
0.28758,79
0.283773,80
0.277339,81
0.268944,82
0.259933,83
0.251046,84
0.245355,85
0.245991,86
0.250418,87
0.254814,88
0.25666,89
0.26243,90
0.268201,91
0.269444,92
0.268833,93
0.267036,94
0.26226,95
0.253149,96
0.245092,97
0.245092,98
0.254917,99
0.261063,100
0.26581,101
0.27364,102
0.282589,103
0.290645,104
0.29854,105
0.304511,106
0.312567,107
0.318542,108
0.322056,109
0.345794,110
0.361584,111
0.365756,112
0.371991,113
0.382964,114
0.402619,115
0.423235,116
0.434208,117
0.432174,118
0.422643,119
0.38824,120
0.363184,121
0.35372,122
0.346152,123
0.337143,124
0.328943,125
0.314057,126
0.295623,127
0.280214,128
0.266418,129
0.268328,130
0.278994,131
0.285657,132
0.289023,133
0.291706,134
0.288885,135
0.299282,136
0.326041,137
0.364802,138
0.410446,139
0.422793,140
0.408423,141
0.390292,142
0.367898,143
0.352278,144
0.352278,145
0.352278,146
0.341091,147
0.31707,148
0.283299,149
0.268414,150
0.275978,151
0.294801,152
0.318576,153
0.334196,154
0.333503,155
0.322451,156
0.319671,157
0.322373,158
0.318644,159
0.309149,160
0.294607,161
0.274659,162
0.258714,163
0.246605,164
0.239302,165
0.240616,166
0.237249,167
0.233883,168
0.24084,169
0.254822,170
0.267415,171
0.27873,172
0.286041,173
0.290948,174
0.290948,175
0.290948,176
0.293631,177
0.294295,178
0.292345,179
0.289754,180
0.292363,181
0.300996,182
0.315355,183
0.334868,184
0.355452,185
0.374375,186
0.391419,187
0.410482,188
0.436097,189
0.459074,190
0.468812,191
0.468812,192
0.465194,193
0.466748,194
0.469141,195
0.473224,196
0.480751,197
0.490908,198
0.503246,199
0.520745,200
0.549184,201
0.579782,202
0.609208,203
0.62524,204
0.638094,205
0.645864,206
0.655836,207
0.679445,208
0.710211,209
0.736705,210
0.765849,211
0.799051,212
0.83506,213
0.874769,214
0.905908,215
0.927541,216
0.936412,217
0.933185,218
0.927291,219
0.927291,220
0.923688,221
0.920051,222
0.916308,223
0.916308,224
0.92615,225
0.946031,226
0.972224,227
0.989279,228
0.995173,229
1,230
0.995351,231
0.985031,232
0.971074,233
0.953373,234
0.930078,235
0.908056,236
0.887099,237
0.868988,238
0.851042,239
0.827572,240
0.813579,241
0.805086,242
0.797623,243
0.789131,244
0.782929,245
0.770839,246
0.74676,247
0.724802,248
0.708314,249
0.694911,250
0.68061,251
0.66529,252
0.647164,253
0.630952,254
0.622231,255
0.626123,256
0.645995,257
0.669009,258
0.686545,259
0.700967,260
0.717317,261
0.737874,262
0.761282,263
0.782731,264
0.796597,265
0.800625,266
0.796562,267
0.786402,268
0.774416,269
0.763664,270
0.748213,271
0.726764,272
0.703356,273
0.678413,274
0.653888,275
0.633325,276
0.615796,277
0.599531,278
0.58366,279
0.568853,280
0.555304,281
0.542753,282
0.5303,283
0.520458,284
0.513107,285
0.506496,286
0.500688,287
0.499023,288
0.500675,289
0.505672,290
0.516547,291
0.529098,292
0.543326,293
0.555779,294
0.565699,295
0.57146,296
0.57391,297
0.573087,298
0.570618,299
0.565621,300
0.556348,301
0.544589,302
0.53435,303
0.53435,304
0.550159,305
0.567544,306
0.585474,307
0.603258,308
0.627798,309
0.645438,310
0.659206,311
0.670965,312
0.676818,313
0.673352,314
0.660173,315
0.64888,316
0.642267,317
0.630382,318
0.609991,319
0.596498,320
0.588538,321
0.582495,322
0.579111,323
0.576583,324
0.567236,325
0.560302,326
0.555808,327
0.56578,328
0.582179,329
0.60156,330
0.621102,331
0.638344,332
0.650682,333
0.659351,334
0.665203,335
0.665203,336
0.65838,337
0.644161,338
0.624431,339
0.602542,340
0.579642,341
0.564948,342
0.563099,343
0.566768,344
0.575722,345
0.587224,346
0.599463,347
0.611801,348
0.624862,349
0.635266,350
0.643865,351
0.647359,352
0.641989,353
0.632179,354
0.622369,355
0.616025,356
0.616025,357
0.616961,358
0.619771,359
0.624416,360
0.628984,361
0.63168,362
0.636138,363
0.642278,364
0.651159,365
0.660336,366
0.66506,367
0.667917,368
0.665107,369
0.657766,370
0.649675,371
0.643485,372
0.637295,373
0.633743,374
0.630104,375
0.626342,376
0.622548,377
0.616904,378
0.614163,379
0.615953,380
0.619475,381
0.622086,382
0.624696,383
0.625573,384
0.624681,385
0.619266,386
0.612045,387
0.606675,388
0.603123,389
0.599572,390
